id,類型,鄉鎮,name,幼兒園電話,addr,核定總招收人數,收費金額,center_longitude,center_latitudes,locality_ids,dist
321,私立,南港區,臺北市私立吉的堡小騎士幼兒園,(02)26516526,臺北市南港區成福路183號2樓,130,,121.587857,25.04144,locality.63630055,南港區
322,準公共,萬華區,臺北市私立名人幼兒園,(02)23016998,臺北市萬華區西園路2段227之1號2樓,29,58510.0,121.498009,25.03218,locality.63679207,萬華區
323,私立,內湖區,臺北市私立多元智慧幼兒園,(02)26598800,臺北市內湖區文德路90巷39號1樓,151,107496.0,121.582875,25.077271,locality.63613671,內湖區
324,私立,士林區,臺北市私立多多種子幼兒園,(02)28122563,臺北市士林區延平北路五段245巷2.4號,60,72000.0,121.5094436,25.0846164,locality.63638247,士林區
325,準公共,松山區,臺北市私立多多優質幼兒園,(02)25791370,臺北市松山區光復南路46巷25.2729號1樓,75,90000.0,121.5557921,25.0459144,locality.63671015,松山區
326,私立,士林區,臺北市私立好來幼兒園,(02)28718696,臺北市士林區中山北路七段225之1號1.2樓,120,96000.0,121.532816,25.124999,locality.63638247,士林區
327,私立,大安區,臺北市私立安和寶貝幼兒園,(02)27029668,臺北市大安區安和路一段78巷1號,38,118305.0,121.5503512,25.0349745,locality.63654631,大安區
328,私立,北投區,臺北市私立成美蒙特梭利幼兒園,(02)28218915,臺北市北投區裕民六路114巷36弄5號,40,96900.0,121.5187118,25.1143659,locality.63621863,北投區
329,準公共,北投區,臺北市私立旭東幼兒園,(02)28913311,臺北市北投區中和街446巷56號,120,54840.0,121.4960895,25.1459372,locality.63621863,北投區
330,私立,士林區,臺北市私立有緣蒙特梭利幼兒園,(02)28320290,臺北市士林區忠誠路2段32巷11號1樓,27,77580.0,121.529632,25.11082,locality.63638247,士林區
331,私立,中正區,臺北市私立百家姓幼兒園,(02)23810932,臺北市中正區延平南路248巷3號1樓,40,76000.0,121.5065403,25.0334964,locality.63597287,中正區
332,私立,北投區,臺北市私立米蘿幼兒園,(02)28967027,臺北市北投區文化三路12號1樓,22,57500.0,121.5008169,25.1373153,locality.63621863,北投區
333,私立,北投區,臺北市私立艾法貝納幼兒園,(02)28769011,臺北市北投區行義路10巷2號2樓之1,70,111000.0,121.5267039,25.12422,locality.63621863,北投區
334,私立,中山區,臺北市私立艾達幼兒園,(02)85011373,臺北市中山區堤頂大道二段282、284、286號1樓、1樓夾層,69,129000.0,121.5658448,25.077402,locality.63589095,中山區
335,私立,信義區,臺北市私立佑保幼兒園,(02)27594855,臺北市信義區忠孝東路五段490號1.2樓,30,116500.0,121.574138,25.040871,locality.63605479,信義區
336,私立,士林區,臺北市私立何嘉仁士林幼兒園,(02)28327663,臺北市士林區中正路116號,111,103755.0,121.528985,25.096015,locality.63638247,士林區
337,私立,萬華區,臺北市私立何嘉仁中華幼兒園,(02)23094679,臺北市萬華區中華路二段666-12、666-13、668、670號1樓,92,112665.0,121.50594,25.027763,locality.63679207,萬華區
338,私立,文山區,臺北市私立何嘉仁文山幼兒園,(02)29306607,臺北市文山區羅斯福路六段130號1、2樓,150,107255.0,121.540689,24.997753,locality.63662823,文山區
339,私立,北投區,臺北市私立何嘉仁北投幼兒園,(02)28943222,臺北市北投區中央北路二段335之2號1、2樓,159,99000.0,121.494546,25.137261,locality.63621863,北投區
340,私立,士林區,臺北市私立何嘉仁幼兒園,(02)28128097,臺北市士林區延平北路五段231巷1號,120,105000.0,121.5091968,25.0841905,locality.63638247,士林區
341,私立,大安區,臺北市私立何嘉仁延吉幼兒園,(02)27086092,臺北市大安區延吉街250號2樓,333,108955.0,121.555965,25.034747,locality.63654631,大安區
342,私立,信義區,臺北市私立何嘉仁信安寶貝幼兒園,(02)27369666,臺北市信義區信安街200號2樓,28,115565.0,121.555059,25.02277,locality.63605479,信義區
343,私立,南港區,臺北市私立何嘉仁南港幼兒園,(02)27890198,臺北市南港區興華路18.20.22.24號1樓至2樓,46,115565.0,121.6059025,25.0557299,locality.63630055,南港區
344,私立,內湖區,臺北市私立何嘉仁新湖幼兒園,(02)27922776,臺北市內湖區民權東路6段196號,310,115565.0,121.565647,25.063248,locality.63671015,松山區
345,私立,文山區,臺北市私立何嘉仁興隆幼兒園,(02)29310584,臺北市文山區興隆路二段252號2樓,100,108825.0,121.554289,25.000675,locality.63662823,文山區
346,私立,中正區,臺北市私立何嘉仁臨沂幼兒園,(02)23919678,臺北市中正區臨沂街65巷1號1樓、2樓、3樓,181,109800.0,121.5297689,25.0356308,locality.63597287,中正區
347,私立,信義區,臺北市私立君格幼兒園,(02)27614112,臺北市信義區松隆路9巷21、23號1樓,60,111000.0,121.567176,25.0443959,locality.63605479,信義區
348,私立,信義區,臺北市私立吳興幼兒園,(02)27253008,臺北市信義區松仁路253巷3弄8號1樓,19,,121.5692782,25.0262021,locality.63605479,信義區
349,私立,內湖區,臺北市私立快樂幼兒園,(02)26311292,臺北市內湖區民權東路6段280巷8號1.2樓,48,132000.0,121.565647,25.063248,locality.63671015,松山區
350,準公共,文山區,臺北市私立快樂諾貝兒幼兒園,(02)29301241,臺北市文山區興隆路二段222之2號2樓,40,132000.0,121.5452947,24.9988171,locality.63662823,文山區
351,準公共,士林區,臺北市私立求真幼兒園,(02)28828069,臺北市士林區通河東街一段136巷24.26號1樓,37,61660.0,121.5161962,25.0872962,locality.63638247,士林區
352,私立,士林區,臺北市私立沐恩蒙特梭利幼兒園,(02)28765636,臺北市士林區天母東路69巷11之5號1樓,33,129420.0,121.533446,25.119788,locality.63638247,士林區
353,私立,大安區,臺北市私立邦尼幼兒園,(02)23685253,臺北市大安區和平東路一段248巷18號,28,117000.0,121.5327213,25.0247333,locality.63654631,大安區
354,準公共,中正區,臺北市私立乖乖幼兒園,(02)23033807,臺北市中正區南海路96號,120,60174.0,121.509032,25.030122,locality.63597287,中正區
355,私立,大安區,臺北市私立亞瑟王皇家幼兒園,(02)23584018,臺北市大安區潮州街108號2樓,22,44500.0,121.5232299,25.0294469,locality.63654631,大安區
356,私立,大安區,臺北市私立享銘幼兒園,(02)27546816,臺北市大安區信義路三段31巷11號1樓,31,91200.0,121.534577,25.034859,locality.63654631,大安區
357,私立,北投區,臺北市私立佳人幼兒園,(02)28225958,臺北市北投區實踐街49巷25號1、2樓,63,111980.0,121.509054,25.115204,locality.63621863,北投區
358,準公共,大安區,臺北市私立佳安幼兒園,(02)27332971,臺北市大安區樂業街131、133號1樓,60,94400.0,121.5505671,25.022247,locality.63654631,大安區
359,私立,士林區,臺北市私立佳嬰幼兒園,(02)28807575,臺北市士林區大東路126號1樓,29,59640.0,121.525578,25.091687,locality.63638247,士林區
360,私立,內湖區,臺北市私立來來幼兒園,(02)26325432,臺北市內湖區民權東路六段280巷50號1樓,48,75000.0,121.604443,25.071417,locality.63613671,內湖區
361,私立,文山區,臺北市私立和楓園幼兒園,(02)29301345,臺北市文山區辛亥路四段252巷1號1樓,40,73440.0,121.5539862,25.00169,locality.63662823,文山區
362,私立,大安區,臺北市私立奇幻幼兒園,(02)27401155,臺北市大安區忠孝東路三段217巷1弄7號1樓,38,108600.0,121.5386,25.04234,locality.63654631,大安區
363,準公共,信義區,臺北市私立宗周幼兒園,(02)87852293,臺北市信義區松山路393巷32號,40,76986.0,121.5788844,25.0419803,locality.63605479,信義區
364,準公共,文山區,臺北市私立宛的弗幼兒園,(02)29391207,臺北市文山區忠順街二段26號,22,58014.0,121.56298,24.984702,locality.63662823,文山區
365,私立,松山區,臺北市私立宜家民權蒙特梭利幼兒園,(02)25472626,臺北市松山區民權東路3段140巷4號1樓,58,150000.0,121.5659,25.063287,locality.63671015,松山區
366,私立,中山區,臺北市私立宜家蒙特梭利幼兒園,(02)25023113,臺北市中山區龍江路271巷5號1樓,28,150000.0,121.5414794,25.0594645,locality.63589095,中山區
367,準公共,士林區,臺北市私立忠義幼兒園,(02)28310788,臺北市士林區士東路54巷11、19、21號,150,84260.0,121.527857,25.111972,locality.63638247,士林區
368,準公共,士林區,臺北市私立怡寶幼兒園,(02)28364720,臺北市士林區中山北路六段2巷33號1樓,28,102000.0,121.5277153,25.1034224,locality.63638247,士林區
369,準公共,士林區,臺北市私立怡寶資優幼兒園,(02)28364720,臺北市士林區中山北路六段2巷39號1、2樓,40,90000.0,121.5277153,25.1034224,locality.63638247,士林區
370,準公共,內湖區,臺北市私立明昶幼兒園,(02)26323564,臺北市內湖區康寧路3段99巷10弄6號,25,62304.0,121.617564,25.067879,locality.63613671,內湖區
371,私立,南港區,臺北市私立東美幼兒園,(02)27868833,臺北市南港區興南街52巷29、29-1、31、31-1號,90,107760.0,121.6041948,25.0566976,locality.63630055,南港區
372,準公共,內湖區,臺北市私立東湖幼兒園,(02)26310351,臺北市內湖區康樂街85巷33、35、37號1樓,60,67440.0,121.6205167,25.0698503,locality.63613671,內湖區
373,私立,中山區,臺北市私立松江蒙特梭利幼兒園,(02)25639885,臺北市中山區松江路124巷21、23、25號,98,154960.0,121.5312053,25.0526156,locality.63589095,中山區
374,私立,松山區,臺北市私立松迪幼兒園,(02)27615555,臺北市松山區東興路2巷10號1樓,21,85160.0,121.5647373,25.0507402,locality.63671015,松山區
375,準公共,士林區,臺北市私立欣光幼兒園,(02)28822302,臺北市士林區福港街259巷4號,120,83100.0,121.5184785,25.0840038,locality.63638247,士林區
376,私立,南港區,臺北市私立欣苗幼兒園,(02)27823322,臺北市南港區研究院路2段12巷58弄9號,120,65500.0,121.614477,25.0484532,locality.63630055,南港區
377,私立,南港區,臺北市私立欣苗寶貝幼兒園,(02)27823322,臺北市南港區研究院路二段34巷15號1樓,17,54000.0,121.6147426,25.0469772,locality.63630055,南港區
378,私立,中山區,臺北市私立河岸小百合蒙特梭利幼兒園,(02)25322766,臺北市中山區明水路397巷19弄18號,68,153000.0,121.549514496789,25.07917915,locality.63589095,中山區
379,準公共,士林區,臺北市私立社中幼兒園,(02)28126797,臺北市士林區社中街424號12樓,40,78708.0,121.50838,25.091255,locality.63638247,士林區
380,準公共,萬華區,臺北市私立育光幼兒園,(02)23015139,臺北市萬華區德昌街185巷68號、70號1樓,90,65256.0,121.494773411341,25.0230401,locality.63679207,萬華區
381,準公共,士林區,臺北市私立育成幼兒園,(02)28858002,臺北市士林區承德路四段12巷10.12.14號1樓,60,65762.0,121.5203517,25.0807049,locality.63638247,士林區
382,私立,北投區,臺北市私立育奇幼兒園,(02)28911899,臺北市北投區大同街200巷1號1樓,24,58416.0,121.4989556,25.1361195,locality.63621863,北投區
383,準公共,士林區,臺北市私立育強幼兒園,(02)28128829,臺北市士林區社正路45巷12號1、2樓,90,76662.0,121.5096645,25.0897277,locality.63638247,士林區
384,準公共,松山區,臺北市私立育華幼兒園,(02)25706450,臺北市松山區八德路3段12巷51弄44之2號,30,89800.0,121.5493,25.048161,locality.63671015,松山區
385,私立,松山區,臺北市私立育達高級商業家事職業學校附設臺北市私立點點幼兒園,(02)25789177,臺北市松山區南京東路四段120巷31號1樓,210,,121.555095,25.050568,locality.63671015,松山區
386,準公共,大安區,臺北市私立育樂幼兒園,(02)27355304,臺北市大安區和平東路三段308巷40、42號1樓,90,64140.0,121.5555029,25.019551,locality.63654631,大安區
387,私立,大同區,臺北市私立育學幼兒園,(02)25986967,臺北市大同區民族西路162巷3號1樓,30,70740.0,121.51541935,25.0682433,locality.63646439,大同區
388,私立,北投區,臺北市私立采郁蒙特梭利幼兒園,(02)28978840,臺北市北投區中央北路四段577巷27弄1號1樓,26,113178.0,121.4672265,25.1260687,locality.63621863,北投區
389,私立,大安區,臺北市私立長青幼兒園,(02)27327056,臺北市大安區基隆路二段232號2樓,65,113178.0,121.5503,25.022456,locality.63654631,大安區
390,私立,大安區,臺北市私立長青蒙特梭利幼兒園,(02)27327056,臺北市大安區基隆路二段232號3樓,65,71550.0,121.5503,25.022456,locality.63654631,大安區
391,私立,文山區,臺北市私立阿布格小科學家幼兒園,(02)86613011,臺北市文山區興隆路四段173及175號1樓至2樓,91,75000.0,121.561782,24.984065,locality.63662823,文山區
392,準公共,萬華區,臺北市私立青年幼兒園,(02)23370181,臺北市萬華區國興路90-7號1樓,26,94500.0,121.5079432,25.0248347,locality.63679207,萬華區
393,私立,松山區,臺北市私立青林幼兒園,(02)27314531,臺北市松山區敦化南路一段80巷20號1樓,26,74400.0,121.5467284,25.0466817,locality.63671015,松山區
394,準公共,內湖區,臺北市私立保進幼兒園,(02)26332111,臺北市內湖區康樂街61巷15弄1號1、2樓,160,,121.618465,25.068883,locality.63613671,內湖區
395,私立,大安區,臺北市私立信宜幼兒園,(02)27099157,臺北市大安區安和路一段102巷17號1樓,35,110000.0,121.551567,25.034294,locality.63654631,大安區
396,私立,大安區,臺北市私立信望愛幼兒園,(02)27330444,臺北市大安區敦化南路二段172巷3號1樓,30,46606.0,121.5478019,25.0240373,locality.63654631,大安區
397,私立,信義區,臺北市私立信義蒙特梭利幼兒園,(02)27251155,臺北市信義區忠孝東路五段236巷45弄9號,99,158875.0,121.572073,25.037613,locality.63605479,信義區
398,私立,文山區,臺北市私立勁寶兒公館幼兒園,(02)86631486,臺北市文山區萬盛街42號1樓,23,111000.0,121.539285,25.007257,locality.63662823,文山區
399,私立,內湖區,臺北市私立勁寶兒文德幼兒園,(02)26598109,臺北市內湖區內湖路二段130號1樓,30,69396.0,121.58283,25.079829,locality.63613671,內湖區
400,私立,大安區,臺北市私立勁寶兒幼兒園,(02)27111077,臺北市大安區復興南路一段92之8號,51,102000.0,121.543763,25.043757,locality.63654631,大安區
401,私立,松山區,臺北市私立勁寶兒民權幼兒園,(02)27199719,臺北市松山區民權東路三段106巷21弄12號1樓,36,63448.0,121.5455609,25.0594641,locality.63671015,松山區
402,私立,文山區,臺北市私立南方幼兒園,(02)29328553,臺北市文山區辛亥路四段21巷12及14號1樓,20,113178.0,121.5589628,25.009574,locality.63662823,文山區
403,私立,南港區,臺北市私立南光幼兒園,(02)27823329,臺北市南港區研究院路二段61巷2弄41號,92,113178.0,121.6172847,25.0446528,locality.63630055,南港區
404,私立,中正區,臺北市私立南門幼兒園,(02)23910571,臺北市中正區重慶南路三段27巷4號1樓,35,71550.0,121.516361,25.0286953,locality.63597287,中正區
405,私立,內湖區,臺北市私立咪咪幼兒園,(02)26576881,臺北市內湖區文德路66巷69弄30號1樓,47,75000.0,121.5826146,25.0761445,locality.63613671,內湖區
406,私立,南港區,臺北市私立咪咪陳幼兒園,(02)27820568,臺北市南港區重陽路551號1樓,30,94500.0,121.6087281,25.0566198,locality.63630055,南港區
407,私立,松山區,臺北市私立哈寶寶幼兒園,(02)37653868,臺北市松山區民生東路五段69巷2弄13號,40,74400.0,121.5591937,25.0592565,locality.63671015,松山區
408,私立,北投區,臺北市私立城市國際幼兒園,(02)2893-2155,臺北市北投區學園路2號2樓,100,59982.0,121.469136,25.134577,locality.63621863,北投區
409,私立,北投區,臺北市私立奎山中學附設幼兒園,(02)28212009#11,臺北市北投區明德路200號,90,74400.0,121.522665,25.112677,locality.63621863,北投區
410,準公共,萬華區,臺北市私立娃娃果幼兒園,(02)23069008,臺北市萬華區艋舺大道184號2樓及186號1、2樓,64,59982.0,121.500072,25.032693,locality.63679207,萬華區
411,私立,大安區,臺北市私立娃娃家蒙特梭利幼兒園,(02)27009515,臺北市大安區信義路四段61號1樓,58,126000.0,121.545133,25.033438,locality.63654631,大安區
412,私立,士林區,臺北市私立孩子國幼兒園,(02)28881541,臺北市士林區承德路四段185號,99,99000.0,121.522423,25.087624,locality.63638247,士林區
413,私立,中山區,臺北市私立建國幼兒園,(02)25075564,臺北市中山區建國北路二段6巷1號,90,122880.0,121.5354309,25.0526358,locality.63589095,中山區
414,準公共,士林區,臺北市私立星莆幼兒園,(02)28126386,臺北市士林區社中街289、291號1樓,40,63448.0,121.50838,25.091255,locality.63638247,士林區
415,準公共,內湖區,臺北市私立柏克立幼兒園,(02)26347688,臺北市內湖區金湖路363巷45號1樓至3樓,100,113178.0,121.601188798359,25.07202745,locality.63613671,內湖區
416,準公共,內湖區,臺北市私立柏克萊幼兒園,(02)26333002,臺北市內湖區金湖路363巷17號,40,113178.0,121.601188798359,25.07202745,locality.63613671,內湖區
417,私立,北投區,臺北市私立皇家幼兒園,(02)28220869,臺北市北投區榮華二路9號1樓,60,71550.0,121.5235068,25.1134721,locality.63621863,北投區
418,私立,萬華區,臺北市私立盈虹幼兒園,(02)23325452,臺北市萬華區西園路二段207號2樓及2樓之1,33,75000.0,121.4944,25.02724,locality.63679207,萬華區
419,私立,中山區,臺北市私立科見幼兒園,(02)25641420,臺北市中山區松江路90巷9號2樓,75,94500.0,121.532832,25.050553,locality.63589095,中山區
420,私立,內湖區,臺北市私立美敦幼兒園,(02)26270758,臺北市內湖區內湖路一段591巷11弄9、11號1樓,76,74400.0,121.5734681,25.0817415,locality.63613671,內湖區
421,準公共,萬華區,臺北市私立英才幼兒園,(02)23072584,臺北市萬華區萬大路200號,90,59982.0,121.500457,25.027747,locality.63679207,萬華區
422,私立,大安區,臺北市私立英羽幼兒園,(02)27096006,臺北市大安區復興南路二段111巷17弄7號1樓,23,,121.54465644999999,25.0295659,locality.63654631,大安區
423,私立,內湖區,臺北市私立英格幼兒園,(02)2791-1809,臺北市內湖區民權東路六段180巷23號,211,130200.0,121.5925475,25.0682552,locality.63613671,內湖區
424,準公共,松山區,臺北市私立郁欣幼兒園,(02)25787470,臺北市松山區八德路三段106巷70號,60,79932.0,121.554214,25.046332,locality.63671015,松山區
425,私立,中山區,臺北市私立韋斯登幼兒園,(02)25081568,臺北市中山區合江街73巷33號1樓,24,100400.0,121.540637,25.058748,locality.63589095,中山區
426,準公共,士林區,臺北市私立飛達幼兒園,(02)28113351,臺北市士林區延平北路六段210號1樓,90,55750.0,121.505619,25.089442,locality.63638247,士林區
427,私立,內湖區,臺北市私立家田幼兒園,(02)87918587,臺北市內湖區大湖街158巷2之3號,40,133000.0,121.5995525,25.083,locality.63613671,內湖區
428,準公共,文山區,臺北市私立家家幼兒園,(02)22307500,臺北市文山區興隆路三段二0七巷九弄11號,90,59394.0,121.5584857143,24.99495955,locality.63662823,文山區
429,私立,中正區,臺北市私立家緣蒙特梭利幼兒園,(02)33222686,臺北市中正區杭州南路1段131巷5號1樓,30,102000.0,121.526881,25.04369,locality.63597287,中正區
430,私立,士林區,臺北市私立師達幼兒園,(02)28718869,臺北市士林區士東路91巷26弄12號1樓至2樓,36,56000.0,121.52929,25.112734,locality.63638247,士林區
431,私立,內湖區,臺北市私立恩貝亞幼兒園,(02)27916484,臺北市內湖區金湖路179號1樓至2樓,80,119500.0,121.599096,25.07964,locality.63613671,內湖區
432,私立,文山區,臺北市私立書宜幼兒園,(02)89322211,臺北市文山區羅斯福路六段150巷22號1、2樓,120,104460.0,121.540828,24.994908,locality.63662823,文山區
433,私立,大安區,臺北市私立格林菲爾幼兒園,(02)87329191,臺北市大安區安和路二段181巷6號,132,180000.0,121.5508534,25.0272744,locality.63654631,大安區
434,私立,大安區,臺北市私立格登幼兒園,(02)27548168,臺北市大安區仁愛路三段26之1號,64,62500.0,121.533777,25.038341,locality.63654631,大安區
435,私立,松山區,臺北市私立格爾幼兒園,(02)87738855,臺北市松山區八德路二段402號1至2樓,82,48250.0,121.546771,25.048212,locality.63671015,松山區
436,私立,大同區,臺北市私立格爾登幼兒園,(02)25982833,臺北市大同區承德路三段40號1樓,35,49650.0,121.518401,25.064334,locality.63646439,大同區
437,私立,北投區,臺北市私立桃樂絲幼兒園,(02)28930381,臺北市北投區民族街12號1、2樓,23,61100.0,121.5059038,25.1329371,locality.63621863,北投區
438,準公共,大安區,臺北市私立桔子蒙特梭利幼兒園,(02)27790069,臺北市大安區仁愛路三段51巷8號1樓,26,91416.0,121.5358857,25.0393389,locality.63654631,大安區
439,準公共,士林區,臺北市私立泰安幼兒園,(02)28314281,臺北市士林區中山北路五段八二九巷14.16號,90,59608.0,121.527342276049,25.09255725,locality.63638247,士林區
440,私立,士林區,臺北市私立浩恩幼兒園,(02)28359964,臺北市士林區忠義街91巷17.19號1樓,40,72000.0,121.5329555,25.1062133,locality.63638247,士林區
441,私立,南港區,臺北市私立海格斯大千幼兒園,(02)27868889,臺北市南港區福德街310巷30、32及34號1樓,120,76962.0,121.5871595,25.0405431,locality.63630055,南港區
442,私立,大同區,臺北市私立海桔斯幼兒園,(02)25532687,臺北市大同區延平北路二段286號,21,81186.0,121.511338,25.060892,locality.63646439,大同區
443,私立,大安區,臺北市私立真心蒙特梭利幼兒園,(02)27050319,臺北市大安區安和路1段112巷20號1樓,28,123000.0,121.5523685,25.0353055,locality.63654631,大安區
444,私立,松山區,臺北市私立純青幼兒園,(02)27171217,臺北市松山區光復北路190巷35號1樓,95,88000.0,121.5543129,25.0545392,locality.63671015,松山區
445,私立,松山區,臺北市私立耕心幼兒園,(02)25463743,臺北市松山區南京東路四段53巷11弄2號,40,114000.0,121.5507007,25.0533207,locality.63671015,松山區
446,私立,松山區,臺北市私立健寶兒幼兒園,(02)27123455,臺北市松山區敦化北路222巷11之1、13號1樓,48,62820.0,121.5479169,25.0594335,locality.63671015,松山區
447,準公共,信義區,臺北市私立國泰幼兒園,(02)27617760,臺北市信義區永吉路278巷57弄16號1樓,60,72504.0,121.5753173,25.0433792,locality.63605479,信義區
448,私立,大安區,臺北市私立國際蒙特梭利大安森林幼兒園,(02)27846537,臺北市大安區新生南路1段143巷20、22號1樓,42,,121.535337,25.017768,locality.63654631,大安區
449,私立,內湖區,臺北市私立國際蒙特梭利內湖幼兒園,(02)27902950,臺北市內湖區大湖街166巷18號1樓至2樓,40,89136.0,121.6014749,25.08334,locality.63613671,內湖區
450,私立,北投區,臺北市私立國際蒙特梭利北投幼兒園,(02)28949605,臺北市北投區光明路226-1號,29,123800.0,121.5025325,25.1345162,locality.63621863,北投區
451,私立,中山區,臺北市私立國際蒙特梭利幼兒園,(02)85021622,臺北市中山區樂群二路128號1樓,161,131900.0,121.556986,25.079905,locality.63589095,中山區
452,準公共,北投區,臺北市私立培爾幼兒園,(02)28946256,臺北市北投區大屯路31巷15號及91巷15號,150,59340.0,121.5008345,25.1438112,locality.63621863,北投區
453,準公共,信義區,臺北市私立培諾米達信義幼兒園,(02)27266099,臺北市信義區松德路161之4號1樓及161號2樓,56,,121.574939,25.036276,locality.63605479,信義區
454,私立,內湖區,臺北市私立康大幼兒園,(02)26330175,臺北市內湖區康樂街116、116-1、116-2號2樓,45,,121.61922,25.070906,locality.63613671,內湖區
455,私立,文山區,臺北市私立彩虹屋幼兒園,(02)29354278,臺北市文山區辛亥路四段130巷5號1樓,40,114600.0,121.5567738,25.0045767,locality.63662823,文山區
456,私立,士林區,臺北市私立捷森幼兒園,(02)28741177,臺北市士林區天玉街15號1~4樓,80,151440.0,121.527865,25.120743,locality.63638247,士林區
457,私立,中山區,臺北市私立晨星蒙特梭利幼兒園,(02)25047216,臺北市中山區龍江路114巷6號1樓,32,91962.0,121.54016,25.05308,locality.63589095,中山區
458,私立,大安區,臺北市私立梓園幼兒園,(02)23570414,臺北市大安區信義路二段228巷9號1樓,28,110000.0,121.5317085,25.0325657,locality.63654631,大安區
459,私立,中正區,臺北市私立涵鈺新天地幼兒園,(02)23576386,臺北市中正區林森南路12號3樓之1,30,86120.0,121.522513,25.042736,locality.63597287,中正區
460,私立,士林區,臺北市私立淘兒園幼兒園,(02)28861858,臺北市士林區承德路四段57號,64,93000.0,121.523007,25.081718,locality.63638247,士林區
461,準公共,信義區,臺北市私立清心幼兒園,(02)27261705,臺北市信義區福德街137巷4.5號1樓,40,66758.0,121.5830798,25.0369231,locality.63605479,信義區
462,準公共,文山區,臺北市私立清華幼兒園,(02)29311714,臺北市文山區興隆路三段36巷9弄2號1樓,39,71880.0,121.5553906,24.99995715,locality.63662823,文山區
463,私立,大同區,臺北市私立甜甜屋幼兒園,(02)25960916,臺北市大同區重慶北路三段296巷4弄4號1樓,18,72000.0,121.5132478,25.07357,locality.63646439,大同區
464,私立,大同區,臺北市私立甜甜屋親子幼兒園,(02)25960916,臺北市大同區哈密街143之2號及143之3號1樓,20,,121.516592804501,25.07393715,locality.63646439,大同區
465,私立,中山區,臺北市私立笙愛幼兒園,(02)25818356,臺北市中山區松江路78巷8號1樓至2樓,35,90600.0,121.5328112,25.0497839,locality.63589095,中山區
466,私立,文山區,臺北市私立荳荳幼兒園,(02)22369488,臺北市文山區木柵路一段59巷2號1樓,33,83560.0,121.545981,24.98684,locality.63662823,文山區
467,私立,中山區,臺北市私立荳荳園幼兒園,(02)27771300,臺北市中山區龍江路31號2樓,40,97600.0,121.540401,25.048349,locality.63589095,中山區
468,準公共,南港區,臺北市私立莒光幼兒園,(02)27821776,臺北市南港區舊莊街一段145巷6弄31號,120,65124.0,121.6215537,25.0397446,locality.63630055,南港區
469,私立,萬華區,臺北市私立雪拉比幼兒園,(02)23065715,臺北市萬華區環河南路二段250巷1號,52,41000.0,121.4910141,25.0336089,locality.63679207,萬華區
470,私立,內湖區,臺北市私立麻雀素食幼兒園,(02)26315918,臺北市內湖區康樂街141之2號1樓,18,69300.0,121.619285,25.071914,locality.63613671,內湖區
471,私立,信義區,臺北市私立傑生幼兒園,(02)27480759,臺北市信義區忠孝東路五段295巷6弄21.23.25號1樓,40,108000.0,121.57331350000001,25.0418207,locality.63605479,信義區
472,私立,南港區,臺北市私立傑生寶華國際幼兒園,(02)27866685,臺北市南港區成福路207巷9號,120,52800.0,121.58915719999999,25.0403156,locality.63630055,南港區
473,私立,中正區,臺北市私立傑瑞富幼兒園,(02)5582-5168#0208,臺北市中正區忠孝東路一段9號2樓,54,137400.0,121.52396,25.044599,locality.63597287,中正區
474,私立,中山區,臺北市私立傑聲幼兒園,(02)25328550,臺北市中山區明水路397巷2弄10、12號1、2樓,98,117000.0,121.5462219,25.0779928,locality.63589095,中山區
475,私立,松山區,臺北市私立凱思幼兒園,(02)25791350,臺北市松山區光復北路100巷8號2樓,31,101000.0,121.55709145,25.0505331,locality.63671015,松山區
476,私立,松山區,臺北市私立凱思寶幼兒園,(02)25791349,臺北市松山區光復北路100巷8號3樓,25,108200.0,121.55709145,25.0505331,locality.63671015,松山區
477,私立,士林區,臺北市私立凱斯幼兒園,(02)88611866,臺北市士林區承德路四段179巷7號,99,156000.0,121.5237858,25.0879348,locality.63638247,士林區
478,私立,內湖區,臺北市私立凱菲林幼兒園,(02)26346557,臺北市內湖區康寧路三段54之5號2樓,40,100600.0,121.609607,25.071395,locality.63613671,內湖區
479,私立,北投區,臺北市私立凱薩琳幼兒園,(02)28916098,臺北市北投區公館路279巷2號1、2樓,51,64929.0,121.507263,25.12501,locality.63621863,北投區
480,私立,士林區,臺北市私立博仁幼兒園,(02)28723567,臺北市士林區中山北路六段405巷29、31號,120,90000.0,121.5269851,25.1156442,locality.63638247,士林區
481,私立,士林區,臺北市私立博如日本幼兒幼兒園,(02)28340473,臺北市士林區克強路10巷9弄29及31號1樓,40,,121.5234905,25.1094188,locality.63638247,士林區
482,私立,士林區,臺北市私立博如幼兒園,(02)28339854,臺北市士林區雙溪街1820號1樓,70,84738.0,121.52615325,25.10083665,locality.63638247,士林區
483,私立,大同區,臺北市私立博登幼兒園,(02)25871879,臺北市大同區承德路三段208巷29號及33號1樓,79,58320.0,121.5174947,25.0705077,locality.63646439,大同區
484,準公共,萬華區,臺北市私立博愛幼兒園,(02)23072749,臺北市萬華區武成街28巷9弄2號,120,64146.0,121.4955349,25.0188285,locality.63679207,萬華區
485,私立,松山區,臺北市私立喜樂幼兒園,(02)27622872,臺北市松山區健康路290之1號1樓,40,113820.0,121.563969,25.054231,locality.63671015,松山區
486,私立,中山區,臺北市私立喬可幼兒園,(02)25329555,臺北市中山區北安路554巷19號,40,69100.0,121.5492742,25.0800197,locality.63589095,中山區
